code,country,city_name,guide_type,title,intro,review,area,interest,company
57624,Lithuania,Vilnius,가이드 투어,[투어] 빌뉴스와 트라카이 한나절 둘러보기 (리투아니아/빌니우스),"리투아니아의 대표적 관광 명소는 현재 수도 빌뉴스의 구시가지와 옛 수도 트라카이입니다. 빌뉴스는 1323년 리투아니아 대공국의 개디미나스에 의해 세워졌습니다. 리투아니아 대공국은 1417세기 발트해에서 흑해까지 유럽에서 가장 넓은 영토를 가졌습니다. 그때부터 빌뉴스는 이 일대의 정치, 경제, 문화, 종교의 중심지입니다. 구시가지는 유네스코 세계문화유산지로 북유럽에서 가장 넓은 중세 구시가지 중 하나입니다. 수많은 역사의 굴곡으로 풍부한 이야기를 담고 있습니다. 먼저 빌뉴스 구시가지에 있는 새벽의 문  검은 마리아, 다종교 공존의 거리 (로마 가톨릭교, 러시아 정교, 그리스 정교 성당), 최초 바르코 건축물 카지미애라스 성당, 구시청 광장, 독특한 조각품으로 장식된 문학인의 거리, 후기 고딕의 걸작품 안나 성당과 베르나르드 성당, 구시가지 핵심 거리 중 하나인 필리스 거리, 1579년 세워진 빌뉴스대학교 (내부 입장 추천), 리투아니아 대통령 궁,  신고전주의 건축물 빌뉴스 대성당과 르네상스 건축물 통치자 궁전 등을 둘러봅니다. 이이서 차량으로 빌뉴스에서 서쪽 28km 떨어진 트라카이로 이동입니다. 트라카이(Trakai)는 빌뉴스 이전 리투아니아 대공국의 수도였던 곳입니다. 특히 이곳에는 14세기 말 흑해 크림 반도에서 이주해온 카라임족이 정착한 한 곳입니다. 이들은 유대교를 믿는 투르크계에서 분파된 민족입니다. 호수 가운데 있는 섬에 세워진 붉은 벽돌 성은 발트해에서 흑해까지 이르는 넓은 영토를 확보한 비타우타스(13501430) 대공작이 거주하고 사망한 곳입니다. 반도에 있는 성과 함께 리투아니아 대공국(13세기18세기)의 중심지이자 군사적 요충지입니다. 17세기 모스크바 공국과의 전쟁으로 파괴되었고 현재 건물은 수십년에 걸쳐 1960년대에 복원된 것입니다.트라카이를 둘러싸고 있는 큰 호수는 모두 3개입니다. 타타르 호수, 갈베 호수, 루카 호수입니다. 특히 루카 호수는 하늘에서 내려다 보면 한반도 지형을 꼭 닮았습니다. 먼저 이 호숫가 산책으로 트라카이 여정을 시작합니다. 이어서 트라카이 반도에 있는 성 주변 산책, 방어적 기능의 섬 성 (내부 입장), 섬 성 주변 도보 혹은 요트 타기로 들러보기, 카라임 거리 산책 및 카라임 전통 음식 맛보기로 진행됩니다. ""유럽의 중앙  리투아니아"" 책 저자이자 리투아니아 관광청 공식 가이드 자격증 소지자이며 또한 트라카이 성 가이드 자격증을 갖춘 제가 정성껏 안내해 드리겠습니다.차량 운전은 가이드의 리투아니아인 아내 Vida가 맡아서 합니다.음학학교에서 피아노를 가르치고 있습니다. 여행 중 리투아니아 현지인의 삶을 리투아니아 현지인을 통해서 들을 수 있는 좋은 기회가 될 것입니다.차량 정보  BMW 520D (운전은 현지인)적정인원 2~3명  대형캐리어 2개 + 소형캐리어 2개 가능  유아 카시트 없음",개별여행으로 아주 탁월한 선택이영던거 같습니다,도시,Kn,허니문
14538,Lithuania,Vilnius,가이드 투어,빌니우스 : 현지인과 함께 리투아니아 워킹 투어 ," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.  여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다.  만 6세 이하의 아동은 이 투어에 참여할 수 없습니다. [ 이 투어의 매력 포인트! ] 리투아니아에서 잡아올린 생선으로 만든 훈제 혹은 건조 요리 로컬 맛집에 들러보세요! 로컬들이 가장 좋아하는 가게에서 최고의 맥주를 맛보세요! 올드 타운의 거리에서 여러 문화들이 어우러지는 광경을 만나보세요! 로컬 힙스터들이 그들만의 나라를 선포한 곳을 방문해보세요! 나폴레옹의 마음을 사로잡은 성당을 둘러보세요![ 투어 코스 ]넋을 빼놓을 정도로 멋진 도시인 빌니우스의 현대적이고 고전적인 동네, 역사적 명소, 그리고 새로운 랜드마크 등을 둘러보며 다양한 모습을 발견해보세요! 빌니우스 로컬이 이 도시의 오늘날을 이루고 있는 많은 이야기들을 소개해줄 것입니다.빌니우스의 올드 타운은 리투아니아, 폴란드, 러시아, 그리고 유대교 문화까지 모두 어우러진 매력적인 곳으로, 여러 성당, 상점, 요리, 그리고 종교에 그 흔적들이 남아있습니다. 자갈길을 거닐며 수세깆 전 중세에 이곳이 번성했을 당시의 모습을 상상해보세요. 또한 나폴레옹이 방문한 뒤 옮겨가고 싶어할 정도로 마음에 들어 한 성 안나 성당에 잠시 멈춰 이를 감상해보세요!그 후에는 예술가, 음악가, 그리고 자유로운 영혼의 여행자들이 모인 독립적인 구역 우주피스(Uzupis)에서 힙스터와 보헤미안의 분위기를 체험해보세요. 이곳은 스스로 독립적인 우주피스 공화국이라 자칭하며, 이곳만의 대통령, 수상, 헌법, 그리고 4월 1일 만우절인 독립기념일까지도 가지고 있습니다. 거친 거리 예술, 색색의 카페, 생동감 넘치는 벽화, 매력적인 현지인들, 그리고 그림들로 가득한 갤러리는 이곳을 사진작가들에게 인기 있는 지역으로 만들어 줍니다. 그러니 카메라를 잊지 마세요! 이곳에서 우주피스의 독특함을 자아내는 이색적인 장소들과 개성 넘치는 볼거리들을 담아보세요. 우주피스와 조금 익숙해지면, 올드타운으로 돌아가 빌니우스 투어의 멋진 마무리를 장식할 것입니다. 바로 작은 지역 맥주 양조장에 들러 리투아니아의 전통 별미와 지역 맥주를 맛보는 것입니다! (아이들을 위한 무알콜 음료수도 있답니다.)투어의 마지막에는 놓치면 안될 중요한 포인트나 펍, 혹은 식당에 대해 가이드에게 마음껏 물어보세요!   예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요. 예약 확정 후 '예약 내역' e티켓(바우처)에서 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.","빌뉴스를 제대로 보고싶으면 꼭 이 투어룰 신청하셔야해요. 빌뉴스 가이드가 친절하게 모든 관광지, 역사, 리투아니아인의 문화까지 잘 설명해줍니다. 사려깊고, 배려많은 가이드 덕분에 편하고 재미있게 여행할 수 있었어요. 투어가 끝나고도 제가 가보고 싶다고 한 샵과 추천할 만한 곳을 다 링크로 정리해서 메일 보내준거에 감동. 우주피스 여행할 때는 너무 좋았어요 딱 제가 오고 싶었던 곳이라. 추천합니다.",도시,Sh,혼자
14458,Lithuania,Vilnius,가이드 투어,빌니우스 : 여행하는 미식가들을 위한 3시간 미식 탐험!," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다. 여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다.  아동을 동반하실 경우, 만 6세 이상이어야 합니다. 만 6세 미만의 아동은 투어 예약이 불가능합니다. [ 이 투어의 매력 포인트! ] 유럽에서 가장 잘 보존된 신비로운 도시 중 한 곳인 빌니우스의 숨은 명소들을 찾아보세요! 맛있는 풍미를 찾아 올드 타운의 미로 같은 길을 거닐어 보세요! 최소 5가지의 음식과 음료를 맛보며 즐거움을 느껴보세요! 유기농 농작물, 집에서 직접 만든 케이크, 그리고 사랑을 담아 만들어진 음식들을 즐겨보세요! 빌니우스 올드타운의 가장 특별한 요리인 훈제 고기, 생선, 그리고 치즈를 직접 맛보세요! 평범한 주당에서 리투아니아 최고의 지역 술 비평가로 거듭나보세요! 고딕 양식과 중세 시대의 건축물을 감상해보세요![ 투어 코스 ]반나절 음식 투어를 통해 빌니우스의 숨은 보물들을 만나보세요! 그리고 지역의 풍미를 느끼는 동안 빌니우스만의 특색 있는 건축물과 문화적 유산들 역시 둘러볼 수 있습니다!소비에트 시기의 상흔에도 불구하고, 가장 오래된 발트해 국가인 리투아니아는 음식에 대한 깊은 전통을 자랑합니다. 이곳은 간단하지만 맛있는 요리들로 유명합니다. 워킹 투어는 바로크와 고딕 양식의 멋진 빌니우스 올드타운에서 시작됩니다. 유네스코 세계문화유산으로 등재된 좁다린 길들을 지나며 로마, 예루살렘, 그리고 아테네와 비슷한 모습들을 찾아보세요.장엄한 성당 광장(Cathedral Square)에서부터 리투아니아 음식의 맛을 발견해보면서 이 도시의 매력적인 역사에 대해서도 배워보세요. 도토리 커피, 차가운 분홍 수프 등 최소 5가지의 서로 다른 음식과 음료를 맛볼 수 있습니다. 다양한 상점부터 식당까지, 카페부터 바까지, 곳곳을 여행해보며 리투아니아가 전세계 요리에 끼친 영향을 발견해보세요. 둘이 먹다 하나가 죽어도 모를 정도로 스튜가 맛있더라도, 리투아니아의 숲에서 잡은 여러 육류와 가금류 요리도 절대 놓치지 마세요!중세시대부터 현대에 이르기까지 빌니우스의 전통 요리를 맛본 후에는, 가이드로부터 절대 놓치면 안될 진짜 리투아니아의 맛과 멋을 담은 먹거리와 장소에 대한 팁을 들어보세요!  예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요.  예약 확정 후 '예약 내역' e티켓(바우처)에서 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.",빌니우스 현지여행상품으로 추천합니다.,도시,Fo,혼자
29239,Bulgaria,Sofia,가이드 투어,"불가리아 소피아 투어, 역사 속으로 산책!","본 투어는 칠천년의 역사를 소유하고 있는 발칸의 진주, 소피아의 중심지를 탐방합니다. 현지인과 같은 스킬로 여행자들에게 흥미로운 역사 워킹투어 뿐만 아니라, 이곳의  다양한 문화를 소개해드리며 현지인으로서 하루를 체험할 수 있도록 해드립니다. 워킹투어인만큼 지루하지 않고 정말 다채로운 명소들을 방문하며 역사 속으로 돌아가 이곳의 스피릿을 느껴볼 수 있는 아주 값진 경험이 될 것입니다. 시작점은 대통령 궁 앞 분수대.  대통령궁  구왕궁  구공산당 서기장 묘터 벼룩시장  사무엘왕의 병사들 광장 알렉산더 넵스키 성당  성소피아 성당  로마원형극장  (일부) 온천약수터  로마시대의 유적 지하교회  구레닌광장  비토샤 명동 거리모든 명소들은 도보로 10 15분 정도 걸리며, 총 4시간 워킹 투어입니다.커피 및 식사 비용은 불포함입니다.","소피아 시내 주요한 곳을 빠짐없이 다닐수 있습니다. 3시간 걷는게 조금 힘드실수 있겠지만, 그래도 가장 완벽한 코스라 생각 됩니다.불가리아의 역사와 문화를 알 수 있어서 좋았습니다소피아의 모든 것을 단시간에 역사적인 배겅설명을 포함하여 안내 받아 감사합니다",도시,Kn,허니문
39841,Bulgaria,Sofia,가이드 투어,소피아 출발 : 릴라 수도원 & 보야나 교회 투어," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.   여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다. [ 이 투어의 매력 포인트! ] 불가리아에서 가장 유명한 유네스코 세계문화유산 2곳을 하루 안에 방문합니다. 릴라 산에 있는 릴라 수도원으로 향합니다. 보야나 교회에서 전(前) 르네상스 프레스코화를 감상합니다. 근처 식당에서 유기농 음식을 맛봅니다. (불가리아 도넛, 요거트, 구운 송어) 불가리아 교외를 편안하게 여행합니다.[ 투어 코스 ]오전 9시 정각에 소피아를 출발해 릴라 산에 있는 릴라 수도원으로 2시간의 드라이브를 즐깁니다. 릴라 수도원은 불가리아에서 가장 크고 중요한 동방정교회 수도원입니다. 아치로 이루어진 회랑을 거닐고, 불가리아 국립 부흥 운동 시기에 활동했던 가장 유명한 화가들이 남긴 독특한 프레스코화를 감상하세요. 아름답게 장식된 성화벽과 놀라운 산의 경치도 볼 수 있습니다.가이드로부터 수도원에 관련된 이야기를 듣고 각자 자유롭게 내부를 둘러보세요. 박물관에 들러 역사를 더 배울 수도 있고, 근처 가게에서 기념품을 살 수도 있습니다. 현지 식당에서 점심 식사를 즐기려면 이때가 최적의 기회입니다. 불가리아 도넛(밀가루 반죽에 요거트를 넣고 튀긴 요리  mekitsi)을 꼭 먹어보세요.오후 1시 30분에 수도원을 떠나 소피아 교외에 있는 보야나 교회로 향합니다. 비잔틴 양식의 건물에 그려진 역사적으로 중요한 프레스코화를 감상하세요. 이 프레스코화로부터 성경 속 인물들에 감정 표현을 더해 귀족 옆에 그리는 유행이 시작되었습니다.교회에 도착하는 시간은 약 3시 40분이며, 둘러볼 시간이 30분 정도 주어집니다. 오후 4시 10분에 소피아의 알렉산더 네프스키 대성당으로 출발합니다. 소피아에 도착하는 시간은 4시 30분 ~ 5시입니다. 예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요.  별도로 보내드린 e바우처에 기재된 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.",영어로 하는 투어 인지라 가이드의 말을 백프로 알아 듣지는 못하지만 가이드의 열정과 하나라도 더 알려주려는 모습이 참으로 감동 이었다.엄청 저렴한 비용은 아니지만 해외가서 먼곳까지 편하게 갈수있어서 좋았음가볍게 다녀오기 좋아요.,자연,Ar,혼자
10360,Bulgaria,Sofia,가이드 투어,셔틀버스로 편안하게 즐기는 릴라 수도원 & 보야나 투어!(소피아 출발)," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.  여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다. [ 이 투어의 매력 포인트! ] 유네스코 세계문화유산 두 곳을 하루 코스로 돌아보실 수 있습니다. 셔틀을 타고 필요한 곳으로 이동하실 수 있습니다.[ 투어 코스 ] 불가리아의 수도 소피아 외곽지역에 위치한 유네스코 세계문화유산 두 곳을 하루동안 방문하세요! 오전 9시, 성 알렉산드르 네프스키 성당 뒷편에서 여정을 시작하세요. 편안하게 앉아 릴라로 이동하는 2시간 반동안 친절한 영어 사용 운전기사분과 함께 휴식을 취하실 수 있습니다. 릴라에 도착한 후에는 약 1시간 반동안 주변을 돌아다니며 불가리아에서 가장 크고 가장 유명한그리스 정교회 수도원인 릴라 수도원을 방문하시게 됩니다.  그 다음 구운 송어가 맛있는 현지 식당에서 점심 식사를 즐기세요! 버스에 올라 약 두 시간 동안 다시 이동하신 다음 소피아 교외의 중세 불가리아 정교회의 보야나 교회에 최종적으로 도착하시게 됩니다. 정교한 프레스코로 유명한 보야나 교회를 둘러보신 후 다시 오전의 픽업 포인트로 이동하시게 됩니다. 해당 투어는 현지 운전 기사님이 동행하는 상품으로, 전문적인 가이드 설명이 없이 진행되는 점 참고부탁드립니다 (오디오 가이드 현지 구매후 이용 가능) 남겨주신 일자와 인원에 예약 가능 여부를 확인 후에 예약 진행 혹은 불가시 대체 가능한 시간을 안내드립니다,  별도로 보내드린 이바우처에 기재된 시간이 확정된 미팅시간이오니 꼭 바우처를 기준으로 시간 확인을 부탁드립니다.",가이드가 친절하고 미니버스로 편하게 여행했어요.it’s very beatiful place. absolutely worthy to visit 불가리아에 가셨다면 필수로 가야합니다! ,자연,Ar,혼자
39840,Bulgaria,Sofia,티켓/교통패스,소피아 출발 : 7개의 릴라 호수 & 릴라 수도원 자유여행 버스 티켓," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.  여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다. [ 이 투어의 매력 포인트! ] 릴라 7개의 호수에서 자연으로 돌아갑니다. 10세기의 릴라 수도원을 자유롭게 탐방합니다. 소피아 시내에서 왕복 이송 서비스가 제공됩니다.[ 투어 코스 ]아침에 친절한 영어 기사가 운전하는 셔틀버스를 타고 소피아에서 출발합니다. 도착지는 아름다운 릴라국립공원에 있는 Panichishte 입니다. 도착 시 산을 즐길 수 있는 여러 선택지와 경로에 대한 안내를 드립니다.리프트를 타고(개인 지출 비용) 7개의 호수로 올라갑니다. 이곳에서 5시간의 자유시간이 주어지니, 각자 자유롭게 자연 속에서 걸으면서 빙하호를 감상하기 바랍니다.정해진 집합 시간에 다시 셔틀버스에 올라 2시간을 달리면 릴스카 강 깊숙이 자리한 릴라 수도원이 나타납니다. 10세기에 지어진 릴라 수도원은 불가리아에서 가장 중요한 문화역사적 장소입니다. 불가리아 최대 동방정교회 수도원을 1시간 30분 동안 역시 자유롭게 탐방하실 수 있습니다.투어가 끝나면 소피아로 돌아옵니다. 예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요.  별도로 보내드린 e바우처에 기재된 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.","하루에 다 둘러볼수 있는 아주 좋은 여행지 불가리아에 왔으면 꼭 들려야 하는 자연이 주는 선물. 이건 꼭 이용해야 합니다대중교통으로 접근하기 힘든 장소 두 곳을 1인당 5만원대 비용으로 편하게 다닐 수 있었다. 산행 시간도 시니어를 고려해서 넉넉하게 배정해서 무리가 없었음. 가이드가 쉬운 영어 써서 좋았음.일기가 불안정하다는 사유로 출발 전날 아침 9시 30분경 일방적인 취소 이메일을 보내고, 오후 4시30분에 정상적으로 출발이 확정 되었으니 픽업장소로  나오라는 메일을 다시 받았기에  출발당일 새벽부터 트레킹 할 준비를 하고 7시30분 집합장소에 7시15분경 도착 하였으나 픽업시간이 지나도 아무도 나오지 않아 getyourguide 측 비상연락 전화번호로 전화를 하니 필립이라는 담당자가 현지의 날씨가 뇌우 동반 비가 예상되어 취소 되었다며 전액 환불 되었다고 함.전일 오후 출발 확정 메서지는 왜 발송되었는지 자신도 모르는 일이라며 미안 하다고 함.해외 여행 중 하루를 완전히 망친 경우였으며 당일 확인 해보니 뇌우는 커녕 비도 안왔음을 확인하고 더욱 어처구니 없었음",자연,Ad,혼자
18893,Bulgaria,Sofia,가이드 투어,소피아 출발 : 평화로운 릴라 수도원과 보야나 교회 하루 투어," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.  여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다. [ 이 투어의 매력 포인트! ] 사람들로 붐비는 도시로부터 벗어나 여유로운 하루를 보내보세요! 시내 중심지의 만나는 장소에서 픽업 서비스를 제공합니다. 해박하고 친절한 전문 가이드가 함께합니다.[ 투어 코스 ]미니밴을 타고 릴라(Rila) 산맥의 소나무 숲 속에 있는 릴라 수도원(Rila Monastery)으로 이동하며 불가리아 시골의 경치를 감상해보세요. 벽화로 꾸며진 교회 등 중세시대의 보물들을 만날 수 있는 가이드 투어를 받고, 흥미로운 박물관도 방문해보세요. 그 다음, 각자 자유롭게 구경을 한 뒤 투어는 소피아 근처 보야나 교회(Boyana Church)로 이어집니다. 이곳에서 르네상스 이전의 웅장한 벽화를 구경하실 수 있습니다. 단, 입장료 일체는 투어비용에 포함되어 있지 않습니다.더욱 상세한 투어 코스는 다음과 같습니다.소피아 중심지의 알렉산더 네브스키 광장(Alexander Nevsky Square) 근처에서 가이드를 만나 에어컨이 가동되는 미니밴에 탑승해보세요. 편한 차량 내에서 유네스코에 등재된 릴라 수도원(Rila Monastery)까지 약 2시간을 이동하게 됩니다. 이곳은 불가리아 남서부의 소나무가 빼곡한 릴라(Rila) 산맥에 위치해 있습니다.수도원에 대한 재미있는 사실을 들으며 불가리아 시골의 경치를 감상해보세요. 이곳은 927년 불가리아 은둔 수도사 이반 릴스키 혹은 '릴라의 성요한'에 의해 세워졌습니다. 사진 촬영을 하기에 안성맞춤인 이 장벽으로 둘러싸인 복합공간은 불가리아 국가의 정체성을 상징합니다. 또한, 계단이 있는 발코니와 눈부신 벽화가 있는 슬라브(Slav) 건축의 걸작이기도 합니다.여기에 도착한 후, 안뜰과 5개의 돔으로 되어 있는 교회에서 가이드 투어를 받아보세요. 들어가자마자 보이는 밝은 색의 프레스코화가 있는 복도도 감상하실 수 있습니다. 그 다음, 금으로 풍부하게 도금된 목각 성화벽의 안을 구경하러 들어가실 수 있습니다. 이는 발칸에서 가장 큰 성화벽이랍니다. 더불어 불가리아의 마지막 군주 보리스 3세(Boris III)의 무덤 또한 구경하실 수 있습니다. 만일 원하실 경우 수도원 박물관에 입장하여 아주 귀중한 전시를 관람하실 수도 있습니다. (입장료 개별 지출) 그 후, 각자 좀 더 둘러볼 수 있는 자유시간을 보낸 뒤 점심식사(개별 지출)를 하게 됩니다. 맛있는 메키츠(mekitsi, 신선한 버팔로 요거트가 들어있는 불가리아 도넛)를 현지 베이커리에서 맛보실 수 있으며, 싱싱한 현지 송어 등 이곳의 별미를 즐길 수 있는 레스토랑에 방문하셔도 됩니다. 미니밴으로 돌아와 소피아 주변으로 향해 유네스코에 등재되었으며, 중세 벽화로 유명한 동방 정교회 보야나 교회(Boyana Church)를 방문하게 됩니다. 입장료를 지불한 뒤, 예수, 천사, 성인, 사도 그리고 다른 종교 형상들을 묘사한 11세기와 13세기의 압도적인 벽화를 구경해보세요. 그리고 이곳이 피렌체의 르네상스보다 어떻게 더 먼저 발전되었는지 설명을 들으실 수 있습니다.이곳을 탐방한 뒤, 소피아 중심지의 출발지로 돌아가 투어를 마무리합니다. 예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요.  예약 확정 후 '예약 내역' e티켓(바우처)에서 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.","알렉산드 광장 미팅 포인트에 30분 전 도착하시는게 좋을듯. 아침에 차로 10분거리 호텔에서 택시를 불렀는데, 한시간이 지나도 오지 않아서(출근시간에 시내가 많이 막힘) 결국 9시 출발하는 투어버스를 놓쳤음. 하지만 현지 연락처로 연락해서 친절한 현지 가이드의 안내로 투어버스 이동 중간지점으로 택시로 이동하여 극적으로 합류. ^^ 즉, 릴라수도원 가기 전에 보야니 교회에서도 합류 가능하니 아침에 차 놓쳤다고 당황하지 않으셔도 됩니다. ^^소피아에서 시간이 좀 있으신분들애게 추천. 시외로 소풍가는 느낌.  차량 컨디션 좋아요. ^^상품설명에서는 여섯시에 소피아에 도착한다고 되어 있는데 네시 반에 도착했어요. 릴라 수도원에 머무는 시간이 생각보다 짧아서 점심 먹을 시간이 없었습니다. 대중교통을 이용하는 것보다 여유롭게 볼 수 있을 거라고 기대했는데 그건 아니었구요, 편하게 이동하면서 하루만에 보야나 교회까지 둘러볼 수 있다는 게 장점이에요.",자연,Ar,혼자
29266,Serbia,Belgrade,가이드 투어,"아픈 현대사 속에서 도약하는 나라 세르비아,  수도 베오그라드 시내 워킹 투어!","발칸 지역의 중심인 세르비아는 지리적으로 유럽과 아시아, 역사적으로 서 로마와 동 로마, 종교적으로 기독교와 이슬람이 교차하는 지역에 위치에 있습니다. 이를 통해 세르비아 역사의 굴곡을 짐작해 볼 수 있습니다.  세르비아는 20세기만 8번의 전쟁을 겪을 정도로 상처와 아픔이 많은 나라입니다. 기네스북에 오른 세계 최고액의 지폐. 5천억짜리 세르비아 지폐(1993년까지 사용함)는 빵 한 봉지, 우유 한 병을 살 수 있을 정도의 가치였으니, 세르비아가 겪은 살인적인 인플레이션을 말해줍니다. 발칸의 맹주국 이었던 세르비아는 1999년 나토공습과 이후 10년 간의 경제 제제로 인해 1990년대와 2000년 대를 ""잃어버린 20년""으로 불리고 있습니다. 1980년 대 공산권이 붕괴할 때만 해도 세르비아는 이웃 헝가리보다 경제가 앞섰습니다. 세르비아는 혹독한 대가를 치르고 현재 새롭게 도약하기 위해 기지개를 펴고 있습니다. 2016년 World Bank의 전 세계 기업환경 분석에서도 가장 빠르게 기업환경을 개선한 10대 국가 중 하나로 선정되었으며 2017년에도 꾸준히 개선하여 전 세계 기업 환경 47위를 기록하고 있습니다. 또한 최근, 영국의 저명한 경제 일간지인 Financial Times가 조사한 94개국 중에서 세르비아가 그린필드 투자 1위로 선정되기도 하였습니다. 세르비아의 수도 베오그라드는 약 200만 명이 살고 있는 유럽의 큰 도시 중 하나 입니다. 흰색 도시라는 의미를 가지고 있는 베오그라드는 다뉴브강과 사바강이 만나는 넓은 평원에 자리 잡고 있습니다. 베오그라드는 지난 200년 동안 40번이나 파괴되고 다시 건설된 비운의 역사, 분쟁의 아픈 역사를 만날 수 있습니다. 동시에 최근 해외 투자로 사바강 주변에 현대식 고층 건물들이 들어서고 있으며 고속버스터미널과 기차터미널 이전을 계획하고 있으며 경제성장에 박차를 가하고 있습니다.베오그라드의 웅장함에 과거 잘 살았던 세르비아 흔적을 발견할 수 있으며, 앞으로의  가능성과 미래를 볼 수 있습니다.",없음세르비아에 대해 거의 몰랐는데 많이 배웠습니다.감사합니다 ^^,도시,Kn,혼자
44044,Serbia,Belgrade,가이드 투어,베오그라드 출발 노비사드 & 스렘스키 카를로브치 와인 시음 투어," 본 투어는 영어로 진행되며, 다국적 여행자들과 함께하는 단체 투어로 진행됩니다.  여행 확인증이 아닌, 영어로 된 바우처를 지참하셔야 합니다. [ 이 투어의 매력 포인트! ] 북부 세르비아 와인을 시음해보세요. 스렘스키 카를로브치 박물관 마을을 방문해보세요. 다뉴브 강의 페트로바라딘 요새를 둘러볼 수 있습니다.  노비사드의 아름다운 도시를 산책해보세요.[ 투어 코스 ]베오그라드에서 출발하여 세르비아 정교회의 17개 수도원이 있는 프루슈카고라 자연 보호 구역을 향해 출발합니다. 스렘스키 카를로브치의 전통 와인 양조장에서 오늘 맛보게 될 지역 와인과 산업에 대한 이야기들이 함께할 것입니다.세르비아에서 가장 오래된 중학교 카를로 비씨 김나지움을 포함한 도심의 바로크 건축물들을 감상해보세요 더불어 다뉴브 강의 지브롤터로 알려졌으며 17세기 축조되어 18세기 투르크 군대를 막아낸 페트로바라딘 중세 요새를 감상해봅니다.이어 세르비아 제2의 도시이자 과거 오스트리아  헝가리 및 오스만 제국의 국경에 위치한 덕분에 다양한 문화가 섞여있는 노비사드로 향하게 됩니다. 두나브스카 및 즈마이 요비나의 역사적인 거리를 거닐며 고풍스러운 시청과 알버트 아인슈타인의 부인이 살았던 집을 볼 수 있습니다. 더불어 보보 디나의 전통 레스토랑에서 즐기는 점심 식사 또한 멋진 경험이 될 것입니다! 예약 방법  캘린더에서 이용 일자와 인원을 선택해 주세요.      예약 확정 후 '예약 내역' e티켓 바우처에서 만나는 시간 및 장소를 반드시 재확인하시기 바랍니다.","영어가 되시면 이 상품을 추천합니다. 다양한 나라 관광색들도 만나 함께 여행하며 사귈 수 있어요.영어가 되시는분은 꼭 신청해서 다니시길 바랍니다. 와인은 정말 최고의 경험이었어요. milos 가이드가 진짜 박식합니다.you must do this. It was my best experience of guide tours. convenient, reasonable price, perfect wine and so on. guide milos is perfect one for you",자연,Fo,친구
