,label,category,ISBN,title,author,publisher,new_keyword,new_subject
59,1,29,9788934971368,바이러스 폭풍의 시대,네이선 울프,김영사,전염병 실리콘밸리 헌터 코로나 메르스 사스,대유행 전염병 병원균 판데믹
60,1,29,9791190403283,코스모스: 가능한 세계들,앤 드루얀,사이언스북스,칼세이건 자연 우주 아인슈타인 인류세 니콜라이,칼세이건 다큐멘터리 우주 생명 자연 기원 법칙 탐구
61,1,29,9791188850808,이상한 수학책,벤 올린(Ben Orlin),북라이프,수학자 교양수학 수학개념 인공지능 로또 미국대통령선거,교양수학 수학개념
62,1,29,9791159922947,아내를 모자로 착각한 남자(리커버 한정판),올리버 색스,알마,스페셜에디션 과학이야기 뇌과학 니체 희곡 교보문고,과학이야기 뇌기능장애 신경장애 뇌의학 뇌과학 현대의학 임상기록
63,1,29,9788952773326,위험한 과학책,랜들 먼로,시공사,웹툰 과학이야기 질문 원소 스타워즈 체르노빌,과학이야기
64,1,29,9788932473901,이기적 유전자(40주년 기념판),리처드 도킨스,을유문화사,유전학 진화 초판 이타주의 코일 불멸,유전학 현대생물학
65,1,26,9791186179123,미용사 일반 필기(Hair Dresser)(2020),에듀웨이 R&D 연구소,에듀웨이,헤어컬러 퍼머넌트웨이브 헤어커트 핵심이론 보건행정 출제포인트,
66,1,31,9791188567164,객관식 경영학(2021),김윤상,현,공급사슬관리 생산시스템 관여도 조직행위 조직구조 조직설계,
67,1,31,9791189345686,신용한 행정학 합격노트(이론편)(2020),신용한,위메스,재무행정 지방행정 인사행정 행정환류 행정개혁 행정책임,
68,1,31,9791136002709,공기업 NCS 통합 기본서 with PSAT(2020),에듀윌 공기업취업연구소,에듀윌,인성검사 직업기초능력평가 실전모의고사 정보능력 자원관리능력 수리능력,
69,1,31,9791196565978,IBK기업은행 실전모의고사 3회분(2020),혼Job취업연구소,커리어빅,금융 지문 해설 최신 시사용어 기출유형,
70,1,31,9791136003638,테샛(TESAT) 영역별 600제(2020),David Kim,에듀윌,거시경제 통화정책 매경 시사상식 미시경제 정부실패,경제자격증
71,1,31,9791165470234,신용한 행정학 기출변형 단원별모의고사 Part. 6(2020),신용한,위메스,재무행정 인사행정 총론 정책 자치 조직,
72,1,31,9788969651303,NCS 직업기초능력평가+직무수행능력평가 입문서,이원규,해커스공기업,출제예상문제 정리 개념 채용 직업윤리 할인쿠폰수록,
73,1,31,9791163718857,선재국어 국가직 대비 실전형 봉투 모의고사(2020),이선재,에스티유니타스,독해 문학 답안지 실제시험지 온라인 강화,
74,1,31,9791164542543,영어2 실전동형모의고사(2020),해커스 공무원시험연구소,해커스공무원,동형모의고사 핸드북 오답분석 약점보완 개정판 막판,
75,1,31,9791136003799,국어 14개년 기출복원문제(군무원)(2020),송운학,에듀윌,모바일 공무원시험 행정학 채용 취약점 성적,
76,1,31,9791159793295,퍼펙트 무역영어 1급 이론+기출문제(2020),김현수,세종출판사,해설 신용장통일규칙 무역영어 결제 대금 기출,무역영어
77,1,31,9791163715566,선재국어 기출실록 세트(2020),이선재,에스티유니타스,정리 어휘 희곡 기출문제풀이 문학이론 한자성어,
78,1,31,9791163714132,전한길 한국사 합격생 필기노트(2020),전한길,에스티유니타스,조선 정치 군무원 국사편찬위원회 독립운동 대한민국정부수립,
79,1,31,9791163717539,전한길 한국사 4.0 실전동형 모의고사(2020),전한길,에스티유니타스,경제사 동형모 고난 사회사 문화사 분류,
80,1,31,9791161980454,PSAT for NCS 수리 자료해석 핵심 기본서,신헌,위포트,공기업 곱셈 매칭 응용수리 필기 통계이론,
81,1,31,9791163717867,이동기 영어 실전동형 모의고사 Vol. 1,이동기,에스티유니타스,답안지 평가서 서울시 최신출제경향 출제확률 최신유형,
82,1,31,9791161980737,신헌의 PSAT for NCS 수리 자료해석 실전 300제,신헌,위포트,모의고사 주요공기업 심화문제 응용수리 고난 기본문제,
83,1,31,9791161980805,NCS 모듈형 직업기초능력평가 통합 기본서(2020),위포트 연구소,위포트,공기업 실전모의고사 직업기초능력평가 문제 하위 NCS,모듈형 NCS 직업기초능력평가 공기업 공사공단 위포트 NCS 모의고사
84,1,31,9791161980898,국민건강보험공단 NCS 실전 봉투 모의고사(2020),위포트 연구소,위포트,보험법 법률 직무수행능력 행정직 요양 핸드북,
85,1,31,9788969651556,20대기업 인적성 검사 최신기출유형+실전문제(2020),해커스 취업교육연구소,챔프스터디,,
86,1,31,9788969651518,GSAT 삼성직무적성검사 최신기출유형(2020),해커스 취업교육연구소,챔프스터디,종이접기 공략 약점극복 자료해석 논리추론 핸드북,
87,1,31,9788969651525,GSAT 삼성직무적성검사 실전모의고사(2020),해커스 취업교육연구소,챔프스터디,추리 언어논리 수리논리 공략 기출 시각,
88,1,26,9788970509310,데이터 통신,정진욱,생능출판,정보통신 컴퓨터네트워크 마이크로파 흐름제어 요약연습문제 이더넷,
89,1,26,9788997436606,요가해부학 컬러링북,켈리 솔로웨이,대성의학사,색칠 컬러링 인체 플래시카드 강사 수행자,
90,1,26,9788966766604,화물운송종사자격시험 총정리문제집(2020),화물운송종사자격시험연구회,책과상상,실전모의고사 적중예상문제 교통안전공단 최종점검 별책 출제기준,
91,1,26,9791189210298,SNUH Manual of Medicine,서울대학교 의과대학 내과학교실,고려의학,중환자 순환기 내분비 종양 소화기 내과,
92,1,26,9788942915910,항공정비사 문제/해설(2019),박재홍,일진사,항공기 정비 기체 헬리콥터 법규 비파괴검사,
93,1,26,9791188137466,화물운송종사 자격시험,양재호,트랜북스,기출문제 공부 모의 문제집 전체문제 시험,
94,1,26,9791195097593,굴삭기 운전기능사 필기(2020),에듀웨이 R&D 연구소,에듀웨이,핵심이론 작업안전 전기공사 산업안전 상시 유압유,
95,1,26,9791185475189,회로이론,J. David Irwin,퍼스트북,동작 복소수 커패시터 다상 라플라스변환 회로망,
96,1,26,9791158138028,산업안전 산업기사 실기(필답형+작업형)(2020),최윤정,구민사,예상문제 과년 건설안전기술 합격 인간공학 시험,
97,1,26,9791125467519,운전면허 1000제 필기시험문제집(2020),도로교통공단,시대고시기획,일러스트 학습 사진 동영상문제 최신개정판 안전,
98,1,31,9791163717348,선재국어 나침판 실전 모의고사 vol. 1(2020),이선재,에스티유니타스,독해 자료 핵심 한자성어 표준어 실력,
99,1,29,9788996588733,정재승의 과학 콘서트,정재승,어크로스,과학이야기 잭슨폴록 서태지 크로스오버 바흐 머피,과학이야기
100,1,29,9791186560785,수학이 필요한 순간,김민형,인플루엔셜,아인슈타인 페르마 상대성이론 옥스퍼드 하이드 뉴턴,현대수학 수학강의 상대성이론 페르마
101,1,29,9788965706205,보이는 세상은 실재가 아니다,카를로 로벨리,쌤앤파커스,아인슈타인 우주 현대물리학 밀리언셀러 데모크리토스 베아트리체,우주 일반상대성이론 양자이론 현대물리학
102,1,29,9788970129341,제3의 침팬지,재레드 다이아몬드,문학사상,고고학 침팬지 나가사키 윌슨 인류진화 에드워드,
103,1,29,9791155811887,나는 내가 죽었다고 생각했습니다,질 볼트 테일러,윌북,뇌과학자 뇌과학 하버드대 신경과학 프랑스 뇌질환,뇌졸증 뇌과학 신경과학 뇌의가소성
104,1,29,9791160803204,슈뢰딩거의 고양이를 찾아서,존 그리빈,휴머니스트,양자역학 물리학 아인슈타인 파동 흐름 보어,물리학 물리법칙 양자세계 현실세계 흐름 비유
105,1,29,9791187150640,미술관에 간 물리학자,서민아,어바웃어북,,
106,1,29,9788988804674,하리하라의 생물학 카페,이은희,궁리,청소년과학 제우스 슈뢰딩거 바이오 도킨스 노화,
107,1,29,9788997382163,미술관에 간 화학자,전창림,어바웃어북,,
108,1,29,9788993543810,양자역학,David J. Griffiths,텍스트북스,수학 교재 물리학 지식 동역학 대칭,
109,1,29,9791157843404,공룡의 생태,김도윤,한빛비즈,,과학웹툰 공룡생태
110,1,29,9788962184471,일반화학,Masterton,센게이지러닝코리아,원소 기체 주기율표 반응 평형 고체,
111,1,29,9788955889369,기초 화학 사전,다케다 준이치로,그린북,,
112,1,29,9788955883398,물리 화학 사전,와쿠이 사다미,그린북,패러데이 과학이야기 슈뢰딩거 파울리 도플러 렌츠,
113,1,29,9788956602189,생물과 무생물 사이,후쿠오카 신이치,은행나무,헌터 하버드대학 노벨 파브르 프라모델 파스퇴르,
114,1,29,9791190467100,나는 수학으로 세상을 읽는다,롭 이스터웨이,반니,교양수학 사고력 논리 패턴 로또 나비효과,
115,1,29,9791188731114,일반화학,Raymond Chang,사이플러스,유기화학 전기화학 양자론 염기평형 고분자 반응,
116,1,29,9788934970576,마음의 미래,미치오 카쿠,김영사,뇌과학 아인슈타인 로봇 인공지능 신경과학 브레인,
117,1,29,9788934981763,스케일,제프리 웨스트,김영사,과학이야기 구약성경 킹덤 인류세 도시화 갈릴레오,과학이야기 생물계 도시화
118,1,29,9791156330233,나쁜 과학자들,비키 오랜스키 위튼스타인,다른,청소년과학 과학 아픔 의학 기니피그 수용소,청소년과학
119,1,29,9788958203919,길 위의 수학자,릴리언 R. 리버,궁리,삼각함수 방정식 유클리드 아인슈타인 보통 개념수학,
120,1,26,9791158137861,공조냉동기계 산업기사 실전필기(2020),강진규,구민사,교재 무료동영상 공기조화 배관재료 배관일반 부속기기,
121,1,26,9791136004604,초보전기(전기기사 전기산업기사)(2020),정용걸,에듀윌,,
122,1,26,9791125464112,식물보호기사·산업기사 필기+실기 한권으로 끝내기(2020),박정호,시대고시기획,,
123,1,26,9788940641149,식품기사 필기시험 1700제(2020),박정은,크라운출판사,기출문제 해설 모의고사 단원 정리 자격시험,
124,1,29,9791132102250,현대물리학,Arthur Beiser,맥그로힐에듀케이션코리아,입자 소립자 파동 원자핵 양자 역학,
125,1,29,9791130627564,뇌가 지어낸 모든 세계,엘리에저 스턴버그,다산사이언스,,뇌과학 기초과학
126,1,29,9788964942079,인도 베다수학 베스트 3종 세트,마키노 다케후미,보누스,곱셈 나눗셈 덧셈 구구단 계산법 크로스,
127,1,29,9788952228956,하리하라의 청소년을 위한 의학 이야기,이은희,살림FRIENDS,,
128,1,29,9788931582598,통계학 도감,쿠리하라 신이치,성안당,베이즈 확률분포 피셔 피어슨 신뢰구간 빅데이터분석,
129,1,29,9791156641179,공학 기초수학,함남우,한빛아카데미,삼각함수 문제 지수함수 로그함수 부등식 유리함수,
130,1,31,9791197008726,태종국어 봉투모의고사 소방직대비 Vol. 2(2020)(봉투형),이태종,가치산책,공무원 예상문제 실전유형 설편 경향 시험,
131,1,29,9788987999364,"새빨간 거짓말, 통계",대럴 허프,더불어책,통계학 그래프 빌게이츠 민주사회 숫자 백분율,
132,1,29,9791156330103,탐정이 된 과학자들,마릴리 피터스,다른,청소년과학 제로 프로스트 이현숙 페터 대전,
133,1,29,9788972911975,시간의 역사,스티븐 호킹,까치,아인슈타인 청소년과학 우주 현대물리학 영국 허블,
134,1,29,9788987527598,"통계학, 빅데이터를 잡다",조재근,한국문학사,베이즈 인공지능 머신러닝 감염병 임상시험 왓슨,
135,1,29,9788932918105,면역에 관하여,율라 비스,열린책들,역사 교양과학 질병 문학 손택 디톡스,
136,1,29,9788955268805,대학물리학,Ramond A. Serway,북스힐,패러데이 열역학 법칙 교류회로 파동 엔트로피,
137,1,29,9788983719201,창백한 푸른점,칼 세이건,사이언스북스,토성 아폴로 천문학 보이저 행성 태양계,천문학
138,1,29,9791190147125,실은 나도 식물이 알고 싶었어,안드레아스 바를라게,애플북스,,
139,1,29,9788968240904,생명과학,Campbell,바이오사이언스출판,식물 진화 화학 척추동물 멘델 분자,
140,1,29,9791189932176,나우: 시간의 물리학,리처드 뮬러,바다출판사,아인슈타인 현대물리학 상대성이론 크런치 호킹 양자물리학,
141,1,29,9788971292693,일반물리학 문제풀이집,김인묵 (편역),범한서적,자기장 회절 퍼텐셜 법칙 열역학 진동,
142,1,29,9788962623154,관계의 과학,김범준,동아시아,인공지능 과학이야기 확률분포 중력파 물리학자 프랙탈,
143,1,29,9788965400912,미적분으로 바라본 하루,오스카 E. 페르난데스,프리렉,,
144,1,26,9788968132810,공조냉동기계기사 필기 과년도 7주완성(2020),이래운,엔플북스,전공과목 급배수 자격증취득 위생설비 전기기기 성장동력산업,
145,1,26,9791188883035,전산응용건축제도기능사 실기+무료동영상(2020),김수진,삼원북스,오토캐드 기본명령어 개구부 캐드 버전 구조기준,
146,1,26,9788962571356,365일 꽃 피는 정원 가꾸기,정계준,경상대학교출판부,조경수 꽃나무 화류 과일나무 명자꽃 집정원,
147,1,26,9788977991033,건축기술지침 Rev. 2: 건축1,대한건축학회,공간예술사,대우건설 지속가능 콘크리트공사 가설공사 철골공사 토공,
148,1,31,9788965120933,신 편머리 독해 기본편,김영편입 컨텐츠평가연구소,아이비김영,지문 문장삽입 중문 문제유형 빈칸완성 문장배열,
149,1,31,9791159629112,Law Man 형사소송법 핵심암기장,이재철,윌비스,전정 소송행위 소송주체 소송조건 판례 최신법령,
150,1,29,9791195568758,부분과 전체,베르너 하이젠베르크,서커스(서커스출판상회),아인슈타인 슈뢰딩거 양자역학 화성학 노벨물리학상 파울리,
151,1,29,9788962622713,파란하늘 빨간지구,조천호,동아시아,,미세먼지 기후학 오염먼지 지구온난화 대기오염 대기과학자
152,1,29,9788984011861,페르마의 마지막 정리,사이먼 싱,영림카디널,교양수학 앤드루 피타고라스 난제 디오판토스 제르맹,
153,1,29,9788959759804,꽃도감,한스미디어 편집부,한스미디어,코스모스 플라워 플로리스트 아이리스 그라스 부시,
154,1,29,9788988907412,파인만의 여섯가지 물리 이야기,리처드 파인만,승산,물리학 아인슈타인 북카페 타임즈 노벨 제임스,
155,1,29,9788962184358,줌달의 일반화학,Zumdahl,사이플러스,원소 분자 원자 염기평형 엔트로피 고체,
156,1,29,9788965703112,모든 순간의 물리학,카를로 로벨리,쌤앤파커스,,
157,1,29,9791159095689,핵심물리화학,Peter Atkins,교보문고,분광학 초점 열역학 원자 기체 엔트로피,
158,1,29,9791157843893,퀀텀,로랑 셰페르,한빛비즈,,
159,1,29,9788983718914,김상욱의 양자 공부,김상욱,사이언스북스,양자역학 과학동아 어벤저스 이명현 파인만 김제동,양자역학
160,1,29,9791125100027,미분적분학 1 2 세트,James Stewart,교우사,교과서 온라인 다변수함수 벡터해석 미적분 미적분학,
161,1,29,9791189198862,종의 기원,찰스 다윈,사이언스북스,생물 진화생물학 진화론 과학역사 핑커 지질학,진화생물학 진화론 다윈사상 과학고전
162,1,29,9791189198350,과학의 품격,강양구,사이언스북스,인공지능 인류세 과학기술 비트코인 지영 미세먼지,과학기술
163,1,29,9791158082086,일반화학,Brown,자유아카데미,,
164,1,29,9791163631873,신의 방정식 오일러 공식,데이비드 스팁,동아엠앤비,수학자 수학퍼즐 수학공식 수학교재 미적분학 웜홀,
165,1,29,9791159920967,랩 걸,호프 자런,알마,식물 커리어 알파걸 자연과학 알마 네이처,자연과학 식물 숲 여성과학자
166,1,29,9788993543872,공업수학(상)(Kreyszig),Erwin Kreyszig,텍스트북스,상미분방정식 선형대수 벡터 수치해석 급수 미적분,
167,1,26,9791189728298,전기공사기사 실기(2020),검정연구회,엔트미디어,문제 답안작성 기출제 관계법규 연도 배점,
168,1,26,9791156568278,건축기사 과년도문제상세해설(2020),안광호,한솔아카데미,시방서 기출문제 강구조 법규 최신 공사,
169,1,26,9788931538519,소방설비기사 전기1 필기 초스피드 기억법+본문 및 과년도+요점노트(2020),공하성,성안당,과년 출제문제 소방관 신법 중요이론 화재위험,
170,1,26,9788931538618,"소방설비기사 필기(기계1) 1,2 세트(2020)",공하성,성안당,출제문제 과년 초스피드기억법 소방관 신법 중요이론,
171,1,26,9791185475462,전자회로 : Electronic Devices,Thomas L. Floyd,퍼스트북,연산증폭기 스위칭 바이어스 전계효과트랜지스터 사이리스터 발진기,
172,1,26,9788940806029,건축 문답,마르크 안젤릴,미진사,건축가 인터뷰 직업 연방 공과 취리히,
173,1,31,9791156465423,NCS 직업기초능력 3대 출제유형 1-2: 모듈형 문제집(2020),고시넷 NCS연구소,고시넷,실전모의고사 직업기초능력 대행사 NCS 자원관리능력 직업윤리,
174,1,31,9788965120926,신 편머리 문법 기본편,김영편입 컨텐츠평가연구소,아이비김영,조동사 단원 전치사 핵심문법 문형 가정법,
175,1,3,9791196484248,당신의 마음을 안아줄게요,김지훈,진심의꽃한송이,우울증 위로 인사이트 감성에세이 우울 스페셜에디션,우울 위로 공감 감성에세이
176,1,3,9791190299060,1cm 다이빙,태수,피카(FIKA),연봉 삶 펀딩 행복 최소한 프로젝트,행복 삶
177,1,3,9788932919553,배움의 발견,타라 웨스트오버,열린책들,자전적에세이 하버드 간호사 아버지 케임브리지 배움,자전적에세이 배움 케임브리지 하버드
178,1,3,9791190382182,나에게 시간을 주기로 했다,오리여인,수오서재,위로 신작에세이 한국에세이 삶의지혜 여인 응원,한국에세이 삶의방향 삶의지혜 위로 응원
179,1,3,9788925561820,가장 예쁜 생각을 너에게 주고 싶다,나태주,알에이치코리아,,한국현대시 딸 사랑 삶 조언
180,1,3,9791190078085,사랑은 내 시간을 기꺼이 건네주는 것이다,이기주,황소북스,,사랑에세이 감성에세이 인생 세월 단상 일러스트
181,1,3,9791188469468,내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),김상현,필름(Feelm),,한국에세이 삶의지혜 행복 위로
182,1,3,9791186925423,감정에 체한 밤,식식,책밥,감성에세이 위로 새벽빛 다정 안녕 잠자리,
183,1,1,9788986836240,왜 나는 너를 사랑하는가,알랭 드 보통,청미래,사랑 연애 러브스토리 낭만 연인 실연,사랑 연애
184,1,1,9788925568584,작은 아씨들(영화 공식 원작 소설 오리지널 커버),루이자 메이 올컷,알에이치코리아,세계고전문학 초판본 사랑 작가 영화원작소설 꿈,세계고전문학 영화원작소설 여성소설 여성서사 자매 유년시절 꿈 연대 사랑
185,1,1,9791162203392,아가미,구병모,위즈덤하우스,한국현대소설 청소년문학 장르문학 인어 강하 한국문학,
186,1,1,9788958073642,어쩌다 중학생 같은 걸 하고 있을까,쿠로노 신이치,뜨인돌출판사,중학교 성장소설 주인공 청소년소설 소녀 왕따,청소년소설 성장소설
187,1,1,9791164452323,한중록(1795년 오리지널 초판본 표지디자인),혜경궁 홍씨,더스토리,,한국고전문학 궁중문학 조선시대 사도세자 영조 정조 순조 갈등 회고 기록
188,1,1,9788954671156,제11회 젊은작가상 수상작품집(2020),강화길,문학동네,여성 한국소설 신예작가 작품 아내 가부장제,젊은작가상 한국소설 중단편소설 신예작가 가부장제 여성 아내 유대
189,1,1,9788954670517,그레구아르와 책방 할아버지,마르크 로제,문학동네,성장소설 독서 간호사 요양원 낭독 노인,북큐레이팅 독서 브로맨스 성장소설 노년의삶 노인요양원 동네책방
190,1,1,9788936456023,구덩이,루이스 쌔커,창비,모험 소년 사막 영어소설 캠프 초록,뉴베리상 모험
191,1,1,9788937461187,폭풍의 언덕,에밀리 브론테,민음사,비극 세계고전소설 사랑 백경 리어왕 심연,세계고전소설
192,1,1,9788958287575,소년이 그랬다,스테포 난쑤 (원작 희곡),사계절,청소년문학 형사 작품 연극놀이 돌멩이 현주,
193,1,1,9788936456221,우아한 거짓말,김려령,창비,영화원작소설 퍼즐 한국청소년소설 작가 천지 언니,한국청소년소설 영화원작소설 자살 따돌림
194,1,1,9788972750031,악의,히가시노 게이고,현대문학,미스터리작가 범인 본격미스터리 추리 작품 캐릭터,
195,1,1,9788937462344,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,역사 세계고전문학 소설가 연인 여자 우연,세계고전문학 체코소설 유럽역사 프라하의봄
196,1,1,9791164790289,재혼 황후. 1(일반판),알파타르트,해피북스투유,황제 로맨스소설 웹소설 로맨스 나비 판타지,
197,1,1,9791128394652,정령왕 엘퀴네스. 16,이환,드림북스,정령 고등학생 자각 은빛 명계 종족,
198,1,1,9788937434488,노르웨이의 숲,무라카미 하루키,민음사,문학 죽음 청춘 기억 사랑 비틀스,청춘 고독 사랑 죽음 방황
199,1,1,9791162203620,파과,구병모,위즈덤하우스,한국현대소설 한국소설 여성서사 여성 살인사건 조각,
200,1,1,9788990982872,환야. 2,히가시노 게이고,재인,미스터리소설 살인사건 일본소설 소설 경시청 오너,
